trajectory	seed_lineage	label	start_time_ns	end_time_ns	length_saved_frames	length_ns
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	682.0	682.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	683.0	683.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	684.0	684.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	685.0	687.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	688.0	690.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	691.0	693.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	694.0	694.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	695.0	695.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	696.0	698.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	699.0	699.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	700.0	702.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	703.0	707.0	5	5
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	708.0	708.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	709.0	709.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	710.0	711.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	712.0	714.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	715.0	715.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	716.0	716.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	717.0	717.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	718.0	752.0	35	35
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	753.0	753.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	754.0	755.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	756.0	757.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	758.0	777.0	20	20
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	778.0	778.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	779.0	796.0	18	18
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	797.0	797.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	798.0	804.0	7	7
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	805.0	805.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	806.0	806.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	807.0	807.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	808.0	812.0	5	5
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	813.0	813.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	814.0	815.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	816.0	816.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	817.0	850.0	34	34
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	851.0	851.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	852.0	858.0	7	7
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	859.0	859.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	860.0	862.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	863.0	863.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	864.0	864.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	865.0	869.0	5	5
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	870.0	875.0	6	6
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	876.0	877.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	878.0	878.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	879.0	880.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	881.0	882.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	883.0	883.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	884.0	887.0	4	4
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	888.0	888.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	889.0	891.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	892.0	892.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	893.0	898.0	6	6
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	899.0	899.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	900.0	900.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	901.0	901.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	902.0	903.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	904.0	905.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	906.0	910.0	5	5
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	911.0	912.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	913.0	914.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	915.0	915.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	916.0	916.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	917.0	917.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	918.0	919.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	920.0	929.0	10	10
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	930.0	930.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	931.0	932.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	933.0	933.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	934.0	938.0	5	5
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	939.0	942.0	4	4
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	943.0	946.0	4	4
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	947.0	948.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	949.0	950.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	951.0	952.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	953.0	953.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	954.0	956.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	957.0	957.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	958.0	971.0	14	14
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	972.0	972.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	973.0	973.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	974.0	978.0	5	5
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	979.0	989.0	11	11
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	990.0	990.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	991.0	998.0	8	8
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	999.0	999.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	1000.0	1001.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	1002.0	1002.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	1003.0	1008.0	6	6
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	1009.0	1009.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	1010.0	1018.0	9	9
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	1019.0	1019.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	1020.0	1020.0	1	1
R46A_ES08_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	20.0	1020.0	1001	1001
R46A_ES09_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	20.0	53.0	34	34
R46A_ES09_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	54.0	54.0	1	1
R46A_ES09_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	55.0	57.0	3	3
R46A_ES09_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	58.0	58.0	1	1
R46A_ES09_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	59.0	59.0	1	1
R46A_ES09_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	60.0	60.0	1	1
R46A_ES09_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	61.0	1020.0	960	960
R46A_ES10_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	20.0	1020.0	1001	1001
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	20.0	23.0	4	4
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	24.0	24.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	25.0	25.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	26.0	77.0	52	52
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	78.0	78.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	79.0	82.0	4	4
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	83.0	84.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	85.0	100.0	16	16
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	101.0	101.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	102.0	106.0	5	5
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	107.0	109.0	3	3
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	110.0	112.0	3	3
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	113.0	114.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	115.0	117.0	3	3
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	118.0	118.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	119.0	123.0	5	5
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	124.0	129.0	6	6
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	130.0	137.0	8	8
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	138.0	139.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	140.0	140.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	141.0	141.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	142.0	143.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	144.0	144.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	145.0	145.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	146.0	146.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	147.0	148.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	149.0	151.0	3	3
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	152.0	153.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	154.0	154.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	155.0	161.0	7	7
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	162.0	164.0	3	3
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	165.0	165.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	166.0	171.0	6	6
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	172.0	174.0	3	3
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	175.0	182.0	8	8
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	183.0	185.0	3	3
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	186.0	186.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	187.0	188.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	189.0	189.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	190.0	191.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	192.0	192.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	193.0	193.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	194.0	195.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	196.0	196.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	197.0	198.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	199.0	199.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	200.0	200.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	201.0	202.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	203.0	206.0	4	4
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	207.0	208.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	209.0	209.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	210.0	215.0	6	6
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	216.0	249.0	34	34
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	250.0	250.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	251.0	295.0	45	45
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	296.0	296.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	297.0	302.0	6	6
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	303.0	303.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	304.0	321.0	18	18
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	322.0	322.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	323.0	326.0	4	4
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	327.0	328.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	329.0	329.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	330.0	346.0	17	17
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	347.0	347.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	348.0	348.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	349.0	350.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	351.0	351.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	352.0	355.0	4	4
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	356.0	356.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	357.0	357.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	358.0	364.0	7	7
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	365.0	365.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	366.0	367.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	368.0	368.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	369.0	375.0	7	7
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	376.0	410.0	35	35
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	411.0	413.0	3	3
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	414.0	416.0	3	3
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	417.0	420.0	4	4
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	421.0	422.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	423.0	424.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	425.0	425.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	426.0	427.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	428.0	430.0	3	3
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	431.0	436.0	6	6
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	437.0	437.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	438.0	440.0	3	3
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	441.0	441.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	442.0	446.0	5	5
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	447.0	447.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	448.0	449.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	450.0	451.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	452.0	452.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	453.0	453.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	454.0	457.0	4	4
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	458.0	458.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	459.0	463.0	5	5
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	464.0	467.0	4	4
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	468.0	469.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	470.0	472.0	3	3
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	473.0	474.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	475.0	475.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	476.0	476.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	477.0	477.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	478.0	489.0	12	12
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	490.0	491.0	2	2
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	492.0	492.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	493.0	493.0	1	1
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	494.0	513.0	20	20
R46A_ES11_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	514.0	516.0	3	3
